treatment,conversion,visit,uplift_score,response_score
1,0,0,0.36662207447696343,0.36026922093090785
1,0,0,-0.3708728595784951,0.2926510987867054
1,0,0,-0.09188702066142457,0.243697949016515
1,0,0,-0.28678863006474353,0.21548568539204557
1,0,0,-0.11598325110523865,0.11782043633803821
0,0,0,-0.03593672812917906,0.05167802238341
1,0,0,0.5400775737266414,0.5264819270337241
1,0,0,-0.024911768619865264,0.055950394348127305
1,0,0,-0.026309523149104064,0.03739849390299162
1,0,0,-0.02246200551545496,0.031829696049945164
1,0,0,-0.021975283666383474,0.0350880241164261
0,0,0,-0.07425553737168303,0.14610664782492364
1,0,0,-0.005340789226019375,0.036947204707908715
1,0,0,-0.06559817804884474,0.12545403492066842
0,0,0,-0.2538342949822496,0.1993678194714125
1,0,0,-0.15819465851278208,0.11939204030937066
1,0,0,-0.08276369345180462,0.38627868621714795
0,0,0,-0.10866483362908533,0.16722434914294007
1,0,0,-0.023737813484403104,0.03366847523918226
1,0,0,-0.027903693633311882,0.10057470845648812
1,0,0,-0.1311103390497867,0.19113239370617147
1,0,0,-0.01147847658933366,0.035909686276308556
1,0,0,-0.027996955662035472,0.039863998677753254
1,0,0,-0.12083357876767066,0.10158433114350945
1,0,0,-0.02585170998237274,0.041429440238414335
1,0,0,-0.34764260350870274,0.2507509364889749
1,0,0,-0.0024004538821420715,0.053590932639829815
1,0,0,-0.13112818268012089,0.4201255286948776
1,0,0,-0.17373833069827357,0.12659377276774064
0,0,1,-0.048218473704553344,0.8734451283531133
1,0,0,-0.14915802874028616,0.5998986518991504
0,0,0,-0.17261796284879888,0.2720817499750114
1,0,0,-0.10928453781867262,0.16410074613346884
1,0,0,-0.014627990551058234,0.517288947419788
1,0,0,-0.19847040144412686,0.5171759273735822
1,0,0,-0.016863474837468063,0.03492949924935492
1,0,0,-0.02718923605899698,0.03868199857016114
1,0,1,0.057035638874839034,0.4930944230830791
1,0,0,-0.010512481929219844,0.045464785781468134
1,0,0,-0.2726788896124479,0.2268626907748055
1,0,0,-0.01587408044506207,0.052404668171831315
1,0,0,-0.028304260589110966,0.04549037417393918
1,0,0,-0.017843292333710223,0.04782385559002177
1,0,0,-0.022363889405290764,0.03571973232318777
0,0,0,-0.1932458505346567,0.5274528087107709
1,0,0,-0.22369058957958765,0.5625136830072526
1,0,0,-0.0307692806253246,0.04961331370844198
0,0,0,-0.044150580169231735,0.045175359123577126
1,0,0,-0.13414675433910017,0.12019446590499035
1,0,1,-0.06342122502582836,0.7215794113198682
1,0,0,-0.016639851754326453,0.03698786427799782
1,0,0,-7.569230382574454e-05,0.04231527312033655
1,0,0,-0.024733892154601846,0.0351093749264512
1,0,0,-0.0168484022835849,0.03229847781118693
0,0,0,-0.021688961590595225,0.03825927095958017
1,0,0,-0.01840357440940074,0.0580288249465971
1,0,0,-0.020875786418645015,0.033305275799051424
1,0,0,-0.04997617074164601,0.18537340995316665
0,0,0,-0.1061782491118333,0.10214689933273127
1,0,0,-0.018026593335545807,0.042845876567378004
1,0,0,-0.10202428371424731,0.09601830549176178
1,0,0,-0.007322313070381656,0.039203594525165725
1,0,0,-0.1038002716060563,0.09860478162764606
1,0,0,-0.010605190048336557,0.030956605872482123
1,0,0,0.03136720480937538,0.7909547283428151
1,0,0,-0.21177676246103247,0.15423119415577363
1,0,0,-0.03422620908559599,0.049101262792703194
1,0,0,-0.05812068452351998,0.1538018345763112
1,0,0,-0.013780766949649637,0.05726235624883066
1,0,0,-0.11831481732370613,0.09833241144118147
1,0,0,-0.18195199368161502,0.13736401657421093
1,0,0,-0.02208394269990126,0.031286223855840414
1,0,0,0.1058158656435414,0.9749285626250037
1,0,0,-0.12520256343525998,0.2682594250998894
0,0,0,-0.17914699394821665,0.2964611813260167
0,0,0,-0.0005793944539512277,0.053269070868353384
0,0,0,-0.02212762584960396,0.059720147182790874
1,0,0,-0.03166794425132358,0.04528068633162518
1,0,0,0.032370967151704066,0.15859540823578186
1,0,0,-0.02801479539037996,0.1533418307212967
0,0,1,0.1722415724671419,0.9880316498721887
1,0,0,-0.1041921028755268,0.09918211422135839
1,0,0,-0.022628505009570588,0.032069244919648826
0,0,0,-0.02437733506821281,0.043121799969194304
0,0,0,-0.018581476118625255,0.038537459413263454
1,0,0,0.08018314168034194,0.07142306447372548
1,0,0,-0.01545980837381774,0.06160632344178824
1,0,0,-0.19571305722699214,0.1730158915500719
1,0,0,-0.2332750470170817,0.19042092561962967
1,0,0,-0.009815693305414541,0.06502726543875248
1,0,0,-0.026030656604988163,0.058576997499330874
0,0,0,-0.04097222712895085,0.14480608087819644
1,0,0,-0.16764893293967956,0.1508201624033579
0,0,0,-0.02158558437269783,0.044908573474232806
0,0,0,-0.02712236867031617,0.03858429896032612
1,0,0,-0.009641243715445585,0.05162704681794151
0,0,0,-0.06117450149270029,0.13975726042258121
1,0,0,-0.019903088428206386,0.03505684525924802
1,0,0,-0.1754594745265281,0.3399302605701079
0,0,0,-0.02239844848348784,0.03577595232967956
1,0,0,-0.027573942228429522,0.04427694041527009
1,0,0,-0.03727787065710561,0.053711300055102225
1,0,0,-0.02501463505536245,0.035516350171853416
1,0,0,-0.020003965542418553,0.04154395710334724
1,0,0,-0.04877922722357131,0.7650142645740674
1,0,0,-0.026781703596635856,0.03808691358947323
0,0,0,-0.004113357842379886,0.058038160758613254
1,0,0,-0.018521465874935923,0.035541967323546426
1,0,0,-0.20455367269032954,0.3201163981721509
1,0,0,-0.06134863289263928,0.11585111935162047
1,0,0,-0.02092450834668977,0.04349937146206342
1,0,0,-0.028608969230165322,0.04599772379109771
0,0,0,-0.02789850930259219,0.19899731881134244
1,0,1,-0.08463764751134306,0.3358628792305367
1,0,0,-0.023451542955221095,0.03325523092701564
1,0,0,-0.03438494188655727,0.06173556841259015
1,0,0,-0.03471996244117685,0.056314178306781336
1,0,0,-0.023024500430157115,0.03263948176411354
1,0,0,-0.11100012251359725,0.32943442996576966
1,0,0,-0.028806126434816344,0.055980928385487766
0,0,0,-0.02721920506238376,0.05276394233320749
1,0,0,-0.0240340456336971,0.05871303240573859
1,0,0,-0.009157328603424476,0.045033330558513655
1,0,0,-0.11231415897817909,0.7340330299142606
0,0,0,-0.037328575189784066,0.05378840021667657
1,0,0,-0.05106890501452169,0.15440761890793653
1,0,0,-0.23494175272364481,0.4875401526486342
1,0,0,0.019045731557433804,0.16505857791641954
1,0,0,-0.13715787233200252,0.10670483155256844
1,0,0,-0.25896350719676686,0.18375937828740188
1,0,0,-0.023798909101555965,0.06444541774641409
1,0,0,-0.013580926812900289,0.056412230755353815
1,0,0,0.05550311409741505,0.0857570805831728
0,0,0,-0.006281180275801233,0.059055933891068085
1,0,0,-0.012002047767618845,0.045456153943704614
1,0,0,-0.12450868609280735,0.2993949810094025
0,0,0,-0.16229365333702758,0.1085592582017183
0,0,0,-0.013259506667441023,0.04363296768535112
1,0,0,-0.023490668588777908,0.05990228027918543
0,0,0,-0.014225768601154064,0.04918774721166209
1,0,0,-0.1093058785541699,0.10695120883081001
0,0,0,-0.03673204308675691,0.06623444516349505
1,0,0,-0.03644578642379949,0.052448433868317594
1,0,0,-0.14176895391639538,0.11250654301342841
1,0,0,-0.02327734581109448,0.03300395594367353
1,0,0,-0.03094581732668482,0.049910246006533716
1,0,0,-0.015548678405615211,0.046351742514073355
1,0,0,-0.02877710567350447,0.04100893654571608
0,0,0,-0.09474763438971948,0.12482769433199982
0,0,0,-0.009029092852002436,0.05724179064169388
1,0,0,-0.14204923615496057,0.11286733582307178
1,0,0,-0.0025542197270634753,0.04365805956998392
1,0,1,-0.24288279876662908,0.17892489845256887
1,0,0,0.06352330156118347,0.29862983837873336
1,0,0,-0.02158946490362232,0.24304532815796268
1,0,0,-0.22200001112068055,0.1700191876978073
1,0,0,-0.06122647808332771,0.11557974972642791
1,0,0,-0.09931445712725578,0.09216416405000805
1,0,0,-0.047618362139246875,0.08212212315877594
1,0,0,-0.024485289409401825,0.05114139968148245
0,0,0,-0.02924266349822762,0.03928568860801063
1,0,1,-0.06205063029928781,0.31340236290782447
0,0,0,-0.09075541330533686,0.05369592367606326
1,0,0,-0.02285121398500692,0.03238986008303963
1,0,0,-0.3203701285772691,0.18181869376876336
1,0,0,-0.07944530845315423,0.6141512236653993
0,0,0,-0.030385386200294066,0.04337968486991014
1,0,0,-0.03162536087544268,0.05105535680072708
1,0,0,-0.01882014330470605,0.5296934284000471
1,0,0,-0.01711637627248727,0.035459099704788534
1,0,0,0.4254537715269215,0.4527800778353233
1,0,0,-0.022467290176149374,0.03588796296143671
0,0,0,0.019560722710023404,0.23390521091349534
1,0,0,-0.02552700739201242,0.040894733455638224
0,0,0,-0.03666164447810402,0.05277561526720836
1,0,0,-0.003516077317567562,0.20777863707743396
1,0,0,-0.017118049958201854,0.05113711092744073
1,0,0,-0.04774825587606171,0.03727690022782907
1,0,0,-0.18032786983183946,0.5540733768306292
1,0,0,-0.020739015569018082,0.5098160231589682
1,0,0,0.03025375057615145,0.0698409497533203
1,0,0,-0.18912999484900908,0.1657744414573236
1,0,0,0.06986711076860089,0.27647977680570746
0,0,0,0.10175513235617825,0.342380383810118
1,0,0,-0.10701889518832788,0.16581480578440277
1,0,1,0.12826400233928592,0.8409152277958559
1,0,0,-0.0325508984119075,0.1583759936412094
1,0,0,-0.11900261596087408,0.3731980041253535
1,0,0,-0.03510634379575926,0.08689851622753975
1,0,0,0.002797167831089367,0.04123040531392474
1,0,0,-0.013719300724922466,0.03456380214361538
1,0,0,-0.10765586881450848,0.1639338003663414
1,0,0,-0.0064027721334485935,0.035795419797066755
1,0,1,-0.24573994782725395,0.35735306875134315
1,0,0,-0.1484980874987848,0.5734703187777627
1,0,0,-0.14172616067689137,0.11245154211836768
1,0,0,-0.027860580557247147,0.03966418949909123
1,0,0,-0.024254260457053353,0.038805193719166346
1,0,0,-0.025754506583564436,0.041269299424353305
1,0,0,-0.014807843959058788,0.032881789956446174
0,0,0,-0.11475431928963986,0.16462756037781495
1,0,0,-0.019108044687816093,0.03668386333042515
1,0,0,-0.03588046085217856,0.051592968437654006
1,0,0,-0.05334022472844449,0.14007020321625713
0,0,0,-0.020403363552545746,0.032541301669244384
1,0,0,-0.008144815236962089,0.04546266919383247
1,0,0,-0.03661853302213652,0.05271024622662857
1,0,0,-0.1864013928916166,0.36246323359573157
1,0,0,-0.3910903416503479,0.3389006604842639
1,0,0,-0.028285166589002396,0.05028808021833298
1,0,1,0.13870532144275227,0.71909507534526
1,0,0,-0.09659169710825499,0.18857304554513388
1,0,0,-0.20123905804771902,0.530129085667787
1,0,0,-0.02002199538853435,0.031925439700203354
1,0,0,-0.01725596898238315,0.059964404919240946
0,0,0,0.9406083139503575,0.9376819033081072
1,0,0,-0.03087024809095451,0.10467232942541033
0,0,0,-0.04752348559673336,0.1737552361634188
1,0,0,-0.030851742407133467,0.04975198508648853
1,0,0,-0.10270404358806252,0.09700247938395679
0,0,0,-0.026255470851219515,0.20622949104836866
1,0,0,-0.021293902332870922,0.04756351494200929
0,0,0,-0.0021602179052054443,0.04526309795209878
1,0,0,0.024700078088800412,0.07130550182816742
1,0,0,0.033332810645306465,0.20081077102504585
1,0,0,0.02582041970674545,0.22684547472251043
0,0,0,-0.0256635428879905,0.024742152638300884
1,0,0,-0.013709741286055045,0.03660242339449677
1,0,0,-0.018146721041358324,0.0631759905587727
1,0,0,0.22549726350840948,0.4266770283221578
1,0,0,-0.2787475961347248,0.19860417857684487
0,0,0,-0.012607199988553142,0.2516288463870351
0,0,0,-0.017150122444718377,0.04592592719000647
1,0,0,-0.0017159056906453397,0.030212036538966053
1,0,0,-0.22187608789145294,0.18627275816629577
1,0,0,0.20947322957877823,0.21245465199107777
0,0,0,-0.012700953091955514,0.12910799651871793
1,0,0,-0.03232657592580904,0.04626059229170126
1,0,0,-0.10229956699291681,0.08454869387482015
1,0,0,-4.2934686205392536e-05,0.06098586324725186
0,0,0,-0.02131058286327306,0.03400946768550555
0,0,0,-0.021917495216668068,0.06256881274973128
1,0,0,-0.10142055257636626,0.09515013552447739
1,0,1,-0.058926465524954896,0.27592539689400825
1,0,0,-0.023588679510375448,0.033453145990769616
1,1,1,-0.0007673387497106887,0.9843280744632703
1,0,0,-0.02343330734676448,0.05612197868163359
1,0,0,-0.017280439866285607,0.035802938668986956
0,0,0,-0.12362782391577418,0.25238588934106715
0,0,0,-0.16701517519072873,0.14973241420275962
1,0,0,0.0737897873084764,0.24519523565967252
1,0,0,-0.02270965636181442,0.05082689107962315
1,0,0,-0.14262739773053784,0.1335542432546668
1,0,0,-0.034423375302104264,0.04284843898929781
1,0,0,-0.033498744193030006,0.04410451940237837
0,0,1,-0.0973195553122479,0.24538932691065674
1,0,0,-0.17999579671532318,0.13471620328763498
0,0,0,-0.15314827002265152,0.6613195017273181
1,0,0,-0.027961545895524048,0.0398121088057258
1,0,0,-0.12639123421114726,0.109045590647463
1,0,0,-0.03301922858087002,0.05341494697823018
1,0,0,-0.12176845909919955,0.10281125628429187
1,0,0,-0.024720537972329155,0.03509002573498215
1,0,0,-0.0349151454356737,0.4525810393497333
1,0,0,-0.00849874043664841,0.03674677486158664
0,0,0,-0.23768334469294317,0.19959011026782525
1,0,0,-0.02470828572755316,0.03507227392523067
0,0,0,-0.12485471382704785,0.2547130615411055
1,0,0,0.1228372982635294,0.14303769062149693
1,0,1,-0.15259170089088975,0.489111330054766
1,0,0,-0.01792582417580431,0.034384981834231367
1,0,0,-0.0321613254344455,0.05196092927929445
1,0,0,-0.10084453328458431,0.13978632919582834
1,0,0,-0.0034194937252459423,0.21110295194086418
1,0,0,-0.12334963052459008,0.24998446922180545
1,0,0,-0.01572084243906416,0.044437128376532554
1,0,0,-0.026059501844587524,0.05042873780076589
1,0,0,-0.025852590123660757,0.0414308905302463
1,0,0,-0.026060275623121847,0.050430291583620106
0,0,0,-0.26955453576558874,0.548462784157537
0,0,0,-0.15971309678394108,0.13783107521116159
1,0,0,-0.025030975790913672,0.0355400501117866
1,0,0,-0.0153122778452277,0.05050817070665064
0,0,1,-0.1877313291904944,0.2710693939932911
1,0,0,-0.11901539800728625,0.09922919886419844
1,0,0,-0.14871452449754194,0.12174507778913392
1,0,0,-0.09973205741303488,0.09275104833639618
1,0,0,-0.030549044174468687,0.04362173726821384
1,0,0,-0.15642126918405233,0.13280645205900876
1,0,0,-0.02091851679662178,0.036875109050377254
0,0,1,-0.17999338824629638,0.0918557171888178
1,0,0,-0.17773705432404205,0.15764903752213066
1,0,0,-0.286679434701583,0.5310058863477132
1,0,0,-0.027943169762144712,0.03978518282988076
1,0,0,-0.0016537064277276498,0.04085642946879522
0,0,0,-0.013930905392561026,0.057901910991815755
0,0,0,-0.009902608115776784,0.03746820355826323
1,0,0,-0.012755190897832981,0.035974379615629416
1,0,0,0.15066957089947502,0.14211881523113845
1,0,0,-0.05267321648853997,0.09716622738628862
1,0,0,-0.014859610452122182,0.03522838617472988
1,0,0,-0.15771466907408277,0.4018860852966311
1,0,0,-0.02308084014221192,0.03272066950264065
1,0,0,-0.006937029162353572,0.06835513187748478
1,0,0,-0.002974278885324408,0.05723313015997809
1,0,0,-0.024834464394995877,0.03525512416204697
1,0,0,-0.05468701324017054,0.07011492095354487
1,0,0,-0.2703918834524025,0.4953656261093976
1,0,0,-0.04055934844861375,0.05873636805628545
1,0,0,-0.0017817605115991383,0.051372560864191875
1,0,0,-0.010211297721203542,0.04611472138839558
0,0,0,0.13347698738392536,0.1374618282648393
1,0,0,-0.007961739404076573,0.046352210483282044
0,0,0,-0.12275729256456469,0.23260822181488197
1,0,0,-0.026303114426698998,0.046638138710008395
1,0,0,-0.022403532093846407,0.046658072490426
1,0,0,-0.027106129414136697,0.048113018845280166
1,0,0,-0.009298582595094605,0.058970830270733826
0,0,0,0.06260831013097218,0.1000349969600804
1,0,0,-0.016036781714315985,0.033201813437144664
1,0,0,0.07344842333037775,0.1929791914656469
1,0,0,-0.2349489618190408,0.16621205384847593
1,0,0,-0.1375769891475253,0.125436995785631
1,0,0,-0.06145106729416269,0.17485721871329504
1,0,1,-0.22537280163438,0.6609470244516358
1,0,0,-0.037837100916594424,0.532590450093882
1,0,0,-0.02187369628808354,0.03492302684795618
1,0,0,-0.03675681933121121,0.12749013636303433
1,0,0,-0.021307597406272943,0.040989101393790014
1,0,0,-0.010178594810647514,0.03678436953353425
1,0,0,-0.025843988558757608,0.04141671713222063
1,0,0,-0.03405777383449256,0.04884850836454337
1,0,0,-0.016536944153495055,0.0342464588128512
1,0,0,-0.02314680854839824,0.05540886781469139
1,0,0,-0.3209978739726893,0.40370644990897747
1,0,0,0.22322842552822503,0.6241329781711196
1,0,0,-0.01775561182738749,0.03405482079448935
1,0,0,-0.04379796219224305,0.11118497541925142
1,0,0,-0.019056890045052455,0.03658417926909376
1,0,0,-0.05634172024137095,0.1049271772067626
1,0,0,-0.14233140064662636,0.2086499173612036
1,0,0,-0.12141087024918124,0.2288000085223092
1,0,0,-0.15143143151993066,0.24887764271719276
1,0,0,0.1857716754594663,0.4145466141859279
1,0,0,-0.015413394322433216,0.18737894660867696
1,0,0,-0.03106095351125686,0.05010402577075163
0,0,0,-0.03725735774199013,0.09275592726658526
1,0,0,-0.02721322754274659,0.043678929691446704
1,0,0,-0.023253154430450527,0.032969071579406636
1,0,0,-0.03260206173358655,0.05270721536566035
1,0,0,-0.0014298558149963558,0.055897013916157055
1,0,0,-0.06557028441924914,0.1253899362535913
0,0,0,0.0035551069349604517,0.04944775401589238
0,0,0,-0.038690931310694954,0.055866304710661605
1,0,0,0.016793070374958696,0.8695222235523187
1,0,0,-0.12074219609854639,0.22469055481527034
1,0,0,-0.023166119581153936,0.03702656032518619
1,0,0,-0.2667293757698145,0.1869019036193458
1,0,0,-0.020060845911998162,0.0319881435361311
1,0,0,-0.016282069621031223,0.06499990959486947
1,0,0,-0.09071800002811731,0.19603445010236992
1,0,0,-0.11446374547860359,0.09350476368850905
1,0,0,0.015719393836680598,0.11349561795991912
1,0,0,-0.002880464511188105,0.05551306476361325
1,0,0,-0.027421206559999266,0.053172037974141946
0,0,0,-0.027324042970102956,0.04851415702579146
0,0,0,-0.1206395648774948,0.10133108194025245
1,0,0,-0.16808207965559602,0.24478275450001544
0,0,0,-0.043562051313566885,0.06339998943361334
1,0,0,0.05616099156406884,0.2140537162372817
1,0,0,-0.02027785929108345,0.03896886548279188
1,0,0,0.08909095091868273,0.09111857874374388
1,0,0,-0.12029869635584366,0.10088727232176867
1,0,0,-0.0030011486855653358,0.992537661414972
1,0,0,-0.07251899164957976,0.7631451691192056
0,0,0,-0.03157205533469536,0.024047675916215074
1,0,0,-0.2992262154264371,0.5694047961390324
1,0,0,-0.037807380404316665,0.05451729024206396
1,0,0,-0.10887152814995721,0.1720600322490692
1,0,0,-0.017693863231627742,0.05859557486771545
1,0,0,-0.12329882937059518,0.10484376044745683
1,0,0,-0.003794852678651331,0.037705022220426085
1,1,1,0.30897421395155567,0.9989883767335723
1,0,0,-0.025903210767006378,0.05422152017021543
1,0,0,-0.028578729006528913,0.040717492086569114
1,0,0,0.1115844935520552,0.108331943040175
1,0,0,0.029051010283109427,0.1366722307556753
1,0,0,-0.10039400643020208,0.1426371615423506
1,0,0,-0.1186475626602187,0.39405208313474327
0,0,0,-0.09214178371113896,0.08245951285298968
1,0,0,-0.14377376994913466,0.1354689059993616
1,0,0,-0.02199656413247996,0.03512259500753901
1,0,0,-0.03771302942386974,0.054373539742393354
1,0,0,-0.007577229591473965,0.03888738485576745
1,0,0,-0.2158839145964993,0.17500521244216333
1,0,0,-0.02489112484153557,0.04808900846862697
1,0,0,-0.05034486498570295,0.1749265088709345
1,0,0,-0.06768326777776018,0.3525382844996864
1,0,0,-0.02364082305855149,0.04178444263575288
1,0,0,-0.14027528705283276,0.1105998823506633
1,0,0,-0.006969711477849937,0.03893075922000476
1,0,0,-0.023120953562896313,0.05891885181430084
1,0,0,0.02952645361777373,0.7065146188541392
1,0,0,-0.12764692046959136,0.11078949868226186
1,0,0,-0.009854834621979502,0.03561503571001134
1,0,0,-0.09096517042229656,0.08093157007865162
1,0,0,-0.06864650713357806,0.06387488879937674
1,0,0,-0.012115089074716864,0.01624824385873522
1,0,1,0.3611078249432579,0.5477611939317587
1,0,0,-0.03781892537610675,0.054534883861650174
1,0,0,-0.12948200595373388,0.11337908892922044
1,0,0,0.09085047645506411,0.5142479719912438
0,0,0,-0.1431973088531634,0.11435533063049386
1,0,0,-0.02312380089137843,0.03695752991296664
1,0,0,-0.11580368108912442,0.6052114403437536
1,0,0,-0.0371834876119613,0.05356782796704287
1,0,0,-0.05683383032625661,0.05629484703821739
1,0,0,-0.01856532128267596,0.035627253709850704
1,0,0,-0.02574246564458424,0.041249466387853206
1,0,0,0.0072159407995222025,0.1903622302255154
0,0,0,-0.08304242723492655,0.16888104126210216
0,0,0,-0.0941594379931429,0.08512024650626435
1,0,1,-0.06196283267784053,0.7753904010882848
1,0,0,-0.11636090160702199,0.09586180690770135
1,0,0,-0.30447396739128696,0.22129435800972241
1,0,0,-0.023614581279576413,0.033490537179415844
1,0,0,-0.03137674585649645,0.06124744866050702
1,0,0,-0.09997547401708985,0.09309430942270486
1,0,0,-0.04927832971846996,0.13532652489439292
1,0,0,-0.10371795411416287,0.14751757483534714
0,0,0,-0.1258693136620982,0.10832727363496823
0,0,0,-0.2538524771482004,0.17536628221331627
1,0,0,-0.020000157211432897,0.03842547877360158
0,0,0,-0.032839665043023686,0.17565268485579588
1,0,0,-0.0322984781804235,0.15690440957844443
1,0,0,-0.027569320354108355,0.04896613246607282
1,0,0,-0.15751835563415262,0.11854279992084683
1,0,0,-0.0305736794889453,0.04928457933275898
1,0,0,-0.10344146987080097,0.08417934281378855
1,0,0,-0.20653812422320975,0.15939484274443017
1,0,0,-0.01677200224467465,0.1504024468183631
0,0,0,-0.16485708129004092,0.1460975041435484
1,0,0,-0.13766737195435755,0.21905742570915201
1,0,1,-0.10155532336705186,0.725295232878763
1,0,0,-0.02360203141209679,0.041714116115083806
1,0,0,-0.018853459041314913,0.039110926442730835
1,0,0,-0.16768543588989818,0.15088310340309877
1,0,0,-0.11462825945931412,0.1827173821326723
1,0,0,-0.010108836652381895,0.03824887233139754
1,0,0,-0.024542898592085447,0.03483272169206923
1,0,0,-0.030706645890030138,0.22574035392421807
0,0,0,-0.022362810914648243,0.04657081746592915
1,0,0,-0.09265719663556587,0.3081698074656114
1,0,0,-0.0019539966740073356,0.06096615862878152
1,0,0,-0.33428338809301195,0.2795123497574057
1,0,0,-0.02446430561553578,0.2483456097651722
1,0,0,-0.26137852717038984,0.18796859526761317
0,0,0,-0.006613123070860344,0.04019226967536653
1,0,0,-0.12326667044865547,0.18193887956893134
1,0,1,0.2433254292818806,0.7865494720858132
1,0,0,-0.012375716041112775,0.03872907676771009
1,0,0,-0.09312524943190287,0.16124530625477695
1,0,0,-0.01936412529801347,0.04609617258017779
0,0,0,-0.11955963270836725,0.2193531114107055
0,0,0,-0.23938205414347852,0.18607269613252153
0,0,0,-0.018306451919192647,0.03795822765006898
1,0,0,-0.009190801197081662,0.049197756818332425
0,0,0,0.10512359720343523,0.7306199146418547
1,0,0,-0.3026951305828183,0.5651890186581037
1,0,0,-0.3511489232423148,0.5420949007798456
1,0,0,-0.010311098467698461,0.06015420146795025
1,0,0,0.13190203624483898,0.749915066958319
1,0,0,-0.015450329677119443,0.043660085300314344
1,0,0,-0.014825576882746772,0.06454551568223608
0,0,0,-0.01544691147760694,0.034310844323195554
1,0,0,-0.16330446486407366,0.1435455878530546
1,0,0,-0.11252604897929877,0.17500589613391868
